Attendance (%),Assignment Completion (%),Test Score (25%),Practical Score (25%),Exam Score (50%),Performance,Age,Gender,Marital Status,Children (if Married),Mother Education,Father Education,Guardian (Sponsor),Extracurricular Activities,Online Time (Daily),Family Relationship,Free Time Activities,Alcoholic Consumption,Religious Programs (Weekly),Computer/Laptop Access (for Practicals)
86,88,11,25,28,B,19,Female,Married,3,Master's Degree,High School,Father,No,1,Good,Watching TV,Moderate,3,Yes
98,89,17,15,34,B,19,Female,Engaged,0,College,Bachelor's Degree,Sister,Yes,7,Average,Reading,High,2,Yes
83,86,9,19,35,B,20,Female,Single,0,College,College,Uncle,Yes,5,Poor,Socializing,Low,2,No
96,85,20,8,26,C,21,Male,Engaged,0,Bachelor's Degree,Doctorate,Father,No,2,Average,Reading,Moderate,3,No
76,85,18,12,28,C,24,Male,Engaged,0,Master's Degree,Doctorate,Father,No,6,Poor,Watching TV,High,2,Yes
75,99,22,23,48,A,23,Male,Single,0,Master's Degree,College,Father,No,0,Poor,Sports,Low,4,Yes
75,89,21,12,35,B,18,Female,Engaged,0,High School,High School,Sister,No,3,Average,Sports,Moderate,7,Yes
70,75,20,8,21,D,22,Female,Single,0,Master's Degree,College,Uncle,No,7,Good,Socializing,Low,6,No
75,79,16,12,45,A,18,Male,Engaged,0,Bachelor's Degree,Master's Degree,Aunty,No,8,Average,Sports,Low,1,Yes
91,81,17,19,29,B,21,Female,Single,0,College,Master's Degree,Mother,No,8,Good,Reading,High,2,No
99,99,9,14,34,C,23,Female,Engaged,0,Bachelor's Degree,High School,Brother,No,1,Average,Reading,Low,7,Yes
95,94,24,9,25,C,25,Female,Single,0,High School,Doctorate,Aunty,Yes,5,Poor,Sports,Low,6,No
62,65,11,14,22,D,20,Female,Engaged,0,Doctorate,Master's Degree,Uncle,Yes,3,Average,Socializing,Moderate,0,No
77,79,13,25,35,A,21,Male,Married,2,Bachelor's Degree,Bachelor's Degree,Aunty,Yes,9,Poor,Socializing,Low,5,Yes
93,86,17,16,44,A,20,Male,Engaged,0,Bachelor's Degree,High School,Uncle,No,5,Average,Watching TV,High,4,Yes
63,67,9,13,24,D,25,Female,Married,1,High School,Master's Degree,Father,No,7,Poor,Sports,High,7,No
86,95,18,15,29,B,25,Female,Married,1,High School,Bachelor's Degree,Aunty,No,8,Poor,Socializing,High,4,Yes
83,86,21,18,48,A,22,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Aunty,No,6,Average,Socializing,Low,0,Yes
85,88,17,24,36,A,22,Male,Engaged,0,High School,Doctorate,Father,No,0,Average,Socializing,Low,1,No
77,80,10,24,43,A,25,Female,Single,0,Doctorate,Doctorate,Aunty,Yes,7,Average,Reading,Low,5,Yes
79,77,13,16,30,C,19,Female,Married,0,High School,Doctorate,Sister,Yes,6,Good,Reading,High,1,Yes
98,91,8,22,43,A,19,Male,Engaged,0,High School,College,Mother,No,5,Poor,Socializing,High,1,No
90,92,25,21,27,A,23,Female,Engaged,0,High School,Master's Degree,Aunty,No,7,Average,Socializing,Moderate,2,Yes
99,81,20,16,50,A,21,Female,Single,0,College,Master's Degree,Aunty,No,5,Poor,Reading,Low,7,Yes
99,88,16,21,47,A,20,Male,Single,0,Doctorate,Master's Degree,Uncle,Yes,9,Average,Sports,Moderate,7,No
86,89,16,11,43,A,18,Female,Single,0,High School,College,Aunty,No,0,Poor,Socializing,Moderate,7,No
84,90,20,13,27,B,18,Female,Married,5,Doctorate,Bachelor's Degree,Aunty,Yes,8,Good,Socializing,Low,7,Yes
70,69,14,9,20,D,19,Male,Single,0,Doctorate,High School,Mother,No,4,Good,Sports,Low,7,No
81,97,11,18,24,C,22,Female,Married,0,Doctorate,College,Sister,Yes,4,Good,Socializing,High,6,Yes
84,79,21,20,12,C,22,Female,Married,2,Bachelor's Degree,Bachelor's Degree,Sister,No,5,Poor,Socializing,High,6,Yes
86,97,23,14,50,A,19,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Aunty,Yes,9,Average,Watching TV,Moderate,0,No
88,94,22,11,23,C,25,Female,Single,0,High School,High School,Aunty,No,2,Average,Reading,High,0,Yes
86,94,18,20,39,A,20,Female,Engaged,0,Doctorate,Doctorate,Mother,Yes,4,Poor,Sports,High,5,Yes
84,84,13,22,45,A,19,Male,Single,0,Master's Degree,High School,Mother,No,6,Good,Watching TV,Low,1,Yes
90,75,17,25,42,A,22,Male,Married,3,College,Master's Degree,Sister,No,3,Poor,Socializing,High,1,No
96,79,13,17,28,C,19,Female,Single,0,High School,Doctorate,Aunty,Yes,3,Average,Sports,High,7,Yes
88,96,14,17,31,B,25,Male,Single,0,College,College,Mother,No,1,Good,Watching TV,Low,4,No
97,77,10,19,33,B,21,Male,Single,0,Bachelor's Degree,High School,Father,Yes,6,Poor,Watching TV,High,1,Yes
92,80,10,16,38,B,24,Male,Engaged,0,Bachelor's Degree,Doctorate,Aunty,Yes,3,Average,Sports,Moderate,2,Yes
82,85,23,14,22,C,22,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Uncle,Yes,9,Poor,Socializing,Low,0,No
73,60,11,12,20,D,25,Male,Engaged,0,Doctorate,College,Father,Yes,7,Poor,Sports,Moderate,2,No
72,65,11,25,13,D,18,Female,Single,0,Doctorate,High School,Aunty,Yes,1,Poor,Reading,Moderate,4,No
93,99,12,15,43,A,25,Female,Single,0,Doctorate,Bachelor's Degree,Brother,Yes,7,Poor,Sports,Moderate,7,Yes
77,86,20,9,23,C,18,Female,Married,3,High School,High School,Mother,Yes,4,Average,Socializing,Moderate,2,No
81,75,12,9,47,B,21,Female,Engaged,0,Doctorate,Doctorate,Father,No,2,Average,Socializing,High,0,Yes
95,94,12,17,39,B,18,Male,Married,3,Bachelor's Degree,Doctorate,Father,Yes,3,Poor,Watching TV,High,4,Yes
89,95,10,11,38,C,19,Male,Engaged,0,College,Master's Degree,Sister,No,0,Poor,Socializing,Low,4,No
80,75,13,10,44,B,25,Male,Engaged,0,Bachelor's Degree,High School,Sister,No,6,Good,Sports,Moderate,3,No
89,96,23,18,49,A,25,Female,Single,0,High School,Master's Degree,Mother,No,5,Good,Sports,Low,7,No
80,86,25,11,21,C,25,Female,Single,0,Doctorate,Doctorate,Mother,Yes,3,Poor,Socializing,Low,4,Yes
78,89,24,13,40,A,23,Male,Single,0,Doctorate,College,Brother,Yes,8,Poor,Socializing,Low,2,Yes
82,92,17,20,19,C,25,Male,Married,4,Bachelor's Degree,Doctorate,Mother,Yes,7,Poor,Socializing,Low,6,Yes
75,77,15,9,39,B,22,Female,Single,0,College,College,Sister,Yes,3,Average,Sports,Low,1,No
94,93,10,25,16,C,21,Female,Engaged,0,College,Doctorate,Aunty,Yes,7,Good,Socializing,Moderate,2,No
76,86,21,21,27,B,25,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Father,Yes,9,Good,Reading,Moderate,3,Yes
87,79,10,19,27,C,22,Male,Married,2,Master's Degree,Doctorate,Aunty,Yes,0,Good,Socializing,Moderate,2,No
80,91,14,18,43,A,18,Female,Married,5,Doctorate,Doctorate,Brother,No,0,Good,Socializing,High,6,No
76,90,10,25,46,A,18,Female,Engaged,0,Master's Degree,Bachelor's Degree,Aunty,Yes,5,Poor,Sports,Moderate,2,No
78,99,17,12,31,B,25,Male,Engaged,0,Master's Degree,College,Mother,Yes,9,Average,Sports,Moderate,1,No
96,92,16,23,42,A,22,Female,Single,0,Doctorate,High School,Uncle,No,3,Poor,Socializing,Low,3,No
71,65,8,19,22,D,25,Male,Engaged,0,Master's Degree,Bachelor's Degree,Mother,Yes,5,Good,Reading,Low,7,No
85,95,11,20,21,C,20,Male,Single,0,Doctorate,High School,Aunty,Yes,9,Good,Socializing,High,1,No
70,64,10,18,20,D,23,Female,Engaged,0,Master's Degree,Master's Degree,Uncle,Yes,4,Good,Reading,Low,0,Yes
95,87,21,8,43,A,25,Male,Single,0,College,Doctorate,Aunty,Yes,0,Average,Reading,High,4,No
95,84,9,22,22,C,23,Male,Single,0,High School,Doctorate,Aunty,Yes,8,Average,Socializing,Moderate,2,Yes
93,93,20,20,45,A,20,Female,Single,0,College,Doctorate,Brother,No,6,Good,Socializing,Low,1,Yes
67,64,9,16,19,D,24,Female,Married,1,Bachelor's Degree,Master's Degree,Father,No,4,Average,Sports,Moderate,4,Yes
97,86,23,16,14,C,19,Male,Married,4,Master's Degree,Doctorate,Brother,No,9,Average,Watching TV,High,4,No
82,84,21,12,39,A,18,Male,Engaged,0,College,Doctorate,Father,No,5,Poor,Socializing,Low,3,No
93,84,18,20,32,A,24,Male,Engaged,0,Doctorate,College,Father,Yes,2,Poor,Sports,Moderate,3,Yes
95,96,23,11,43,A,21,Male,Engaged,0,Doctorate,Doctorate,Sister,Yes,4,Average,Socializing,Low,0,No
98,82,10,18,40,B,22,Male,Engaged,0,Doctorate,Doctorate,Sister,Yes,9,Good,Sports,Moderate,3,Yes
97,85,11,12,49,A,24,Female,Engaged,0,Bachelor's Degree,High School,Brother,Yes,1,Average,Watching TV,Moderate,6,Yes
81,81,12,13,37,B,24,Female,Single,0,Bachelor's Degree,Master's Degree,Sister,No,1,Good,Sports,High,3,Yes
70,75,10,13,23,D,22,Female,Engaged,0,Doctorate,College,Father,Yes,4,Average,Reading,Moderate,0,Yes
75,91,8,20,46,A,20,Female,Engaged,0,Master's Degree,College,Sister,No,5,Poor,Reading,High,0,Yes
81,87,19,16,30,B,21,Female,Engaged,0,Doctorate,High School,Mother,Yes,4,Good,Reading,Low,6,No
85,79,8,18,28,C,22,Female,Married,2,Doctorate,High School,Uncle,No,2,Good,Socializing,Low,0,Yes
92,96,16,15,29,B,19,Male,Married,0,High School,High School,Uncle,Yes,9,Good,Watching TV,Low,7,No
91,87,16,14,28,C,24,Male,Single,0,High School,High School,Uncle,No,4,Poor,Sports,Low,6,Yes
83,87,15,8,43,B,21,Female,Single,0,Bachelor's Degree,Master's Degree,Mother,Yes,4,Poor,Watching TV,High,6,No
65,72,9,22,17,D,25,Male,Married,0,Bachelor's Degree,Doctorate,Father,Yes,4,Good,Socializing,High,0,No
90,85,20,23,37,A,21,Male,Single,0,College,High School,Mother,No,6,Good,Reading,Low,1,Yes
71,61,12,9,17,E,20,Female,Engaged,0,Doctorate,Doctorate,Sister,Yes,3,Poor,Socializing,High,4,No
80,97,25,9,24,C,19,Male,Single,0,Bachelor's Degree,Doctorate,Brother,No,2,Good,Reading,High,6,No
96,77,21,11,46,A,22,Male,Engaged,0,Doctorate,Bachelor's Degree,Father,No,8,Good,Socializing,High,2,No
92,75,23,16,17,C,24,Male,Single,0,Master's Degree,High School,Mother,Yes,6,Poor,Socializing,Low,7,Yes
74,60,12,25,11,D,23,Male,Engaged,0,High School,College,Aunty,Yes,0,Average,Watching TV,Moderate,0,Yes
86,93,20,21,44,A,21,Female,Engaged,0,Master's Degree,Bachelor's Degree,Mother,No,4,Poor,Socializing,High,1,No
81,93,20,12,35,B,21,Male,Engaged,0,High School,Doctorate,Father,No,9,Good,Sports,Low,0,Yes
80,98,16,21,16,C,19,Male,Engaged,0,College,Doctorate,Uncle,No,1,Poor,Watching TV,High,3,Yes
77,93,13,23,43,A,22,Male,Married,3,High School,College,Sister,Yes,4,Average,Watching TV,High,1,Yes
76,91,19,23,29,A,21,Female,Engaged,0,College,Doctorate,Father,Yes,3,Poor,Watching TV,Moderate,2,No
99,94,16,16,47,A,25,Male,Single,0,Bachelor's Degree,High School,Sister,No,5,Good,Socializing,Low,2,Yes
78,81,15,21,37,A,25,Male,Single,0,Bachelor's Degree,College,Father,Yes,5,Poor,Reading,Moderate,7,Yes
69,70,17,11,11,E,25,Female,Engaged,0,Master's Degree,High School,Sister,No,7,Good,Watching TV,Low,3,No
95,88,11,25,34,A,25,Male,Single,0,Master's Degree,Doctorate,Brother,Yes,7,Poor,Watching TV,High,0,No
99,97,14,25,14,C,21,Male,Married,0,Doctorate,Bachelor's Degree,Aunty,Yes,5,Poor,Watching TV,High,1,No
96,98,23,25,47,A,21,Male,Engaged,0,High School,College,Father,Yes,6,Good,Socializing,Moderate,2,Yes
98,90,21,10,27,C,25,Male,Engaged,0,Doctorate,Bachelor's Degree,Brother,Yes,6,Good,Reading,High,5,No
99,80,17,20,22,C,25,Male,Married,3,Doctorate,Bachelor's Degree,Aunty,No,6,Good,Watching TV,Moderate,3,Yes
85,86,19,12,35,B,23,Female,Engaged,0,High School,Master's Degree,Uncle,Yes,5,Poor,Sports,Low,6,No
88,91,20,13,45,A,22,Male,Engaged,0,Master's Degree,Master's Degree,Aunty,No,4,Average,Reading,High,0,No
96,77,24,25,8,C,23,Female,Married,2,Doctorate,Doctorate,Brother,No,0,Average,Reading,High,5,Yes
63,63,14,13,21,D,24,Female,Single,0,High School,Bachelor's Degree,Father,Yes,9,Average,Reading,Low,1,Yes
91,80,8,9,40,C,25,Male,Single,0,Master's Degree,Doctorate,Mother,Yes,8,Good,Reading,High,5,Yes
83,80,13,14,34,B,18,Male,Engaged,0,College,High School,Sister,No,8,Poor,Watching TV,High,0,No
76,99,18,22,18,C,19,Male,Single,0,Master's Degree,College,Brother,No,3,Average,Socializing,High,4,No
96,76,19,24,35,A,25,Male,Engaged,0,High School,High School,Aunty,No,2,Good,Sports,High,7,Yes
78,79,19,24,18,B,21,Male,Engaged,0,Bachelor's Degree,Doctorate,Mother,No,2,Average,Reading,High,2,Yes
87,92,23,14,47,A,22,Female,Married,0,College,Doctorate,Father,No,4,Average,Socializing,Moderate,4,No
67,64,14,9,26,D,18,Female,Single,0,High School,Bachelor's Degree,Sister,Yes,6,Poor,Reading,High,3,Yes
89,80,22,14,18,C,21,Male,Married,5,Bachelor's Degree,Bachelor's Degree,Brother,Yes,3,Average,Watching TV,High,4,No
89,95,10,17,45,A,25,Male,Engaged,0,Doctorate,High School,Mother,No,3,Poor,Reading,High,5,Yes
68,71,24,11,13,D,22,Male,Married,0,High School,Master's Degree,Mother,No,8,Good,Socializing,High,1,No
94,96,16,8,49,A,25,Female,Single,0,Bachelor's Degree,High School,Aunty,No,2,Average,Watching TV,High,3,No
93,96,23,23,48,A,23,Male,Single,0,Doctorate,Doctorate,Aunty,No,3,Poor,Socializing,High,2,No
69,69,24,10,9,D,20,Female,Single,0,Bachelor's Degree,Master's Degree,Aunty,Yes,6,Poor,Reading,Moderate,6,No
78,99,15,11,28,C,18,Female,Engaged,0,Bachelor's Degree,Master's Degree,Uncle,No,2,Good,Reading,High,0,Yes
67,67,10,20,19,D,23,Male,Engaged,0,Doctorate,College,Mother,Yes,5,Average,Socializing,High,0,No
68,73,16,10,19,D,23,Male,Single,0,Master's Degree,College,Brother,Yes,7,Average,Reading,Moderate,1,No
73,64,23,12,8,D,24,Male,Married,3,Master's Degree,High School,Sister,Yes,3,Poor,Watching TV,Low,2,Yes
98,84,18,17,48,A,25,Female,Single,0,Doctorate,Master's Degree,Mother,Yes,0,Good,Socializing,High,2,Yes
82,97,24,24,49,A,25,Female,Engaged,0,College,High School,Sister,No,7,Good,Reading,Low,2,No
82,83,14,18,45,A,19,Male,Single,0,High School,High School,Mother,Yes,2,Poor,Socializing,Moderate,5,Yes
97,81,16,10,36,B,24,Male,Engaged,0,Master's Degree,College,Mother,No,1,Average,Socializing,High,3,No
88,90,14,18,50,A,22,Male,Married,3,College,High School,Father,No,3,Average,Reading,Moderate,2,Yes
97,93,8,8,34,C,24,Female,Single,0,High School,College,Uncle,No,7,Average,Reading,High,7,No
71,70,14,16,13,D,22,Male,Single,0,Doctorate,Master's Degree,Uncle,No,3,Poor,Sports,Low,0,No
76,78,10,15,25,C,21,Female,Engaged,0,High School,College,Father,Yes,2,Good,Socializing,Moderate,0,Yes
94,87,22,17,14,C,23,Female,Engaged,0,High School,College,Mother,No,4,Poor,Watching TV,Moderate,5,Yes
65,70,10,15,17,D,23,Female,Single,0,Bachelor's Degree,College,Mother,No,3,Average,Socializing,High,6,Yes
90,90,14,23,33,A,24,Female,Engaged,0,Master's Degree,Master's Degree,Mother,No,8,Average,Socializing,High,1,Yes
65,71,13,13,20,D,20,Female,Married,1,Bachelor's Degree,High School,Father,Yes,0,Average,Watching TV,High,6,Yes
84,87,19,8,39,B,19,Male,Single,0,Bachelor's Degree,Doctorate,Father,No,6,Average,Watching TV,Moderate,0,Yes
88,98,18,10,32,B,23,Male,Engaged,0,High School,Bachelor's Degree,Uncle,Yes,3,Average,Sports,Low,3,No
84,96,16,16,19,C,20,Male,Married,4,College,Bachelor's Degree,Father,No,4,Good,Socializing,Low,0,Yes
77,94,8,11,46,B,22,Male,Married,4,High School,Master's Degree,Father,No,7,Average,Watching TV,High,5,Yes
88,92,12,15,47,A,20,Male,Engaged,0,High School,College,Sister,No,6,Average,Watching TV,High,0,Yes
91,84,22,15,48,A,19,Male,Married,4,Bachelor's Degree,High School,Uncle,No,1,Good,Reading,High,4,Yes
86,90,14,13,39,B,23,Female,Single,0,Master's Degree,Doctorate,Sister,Yes,9,Good,Watching TV,High,3,Yes
73,70,14,19,14,D,24,Female,Married,4,Master's Degree,Master's Degree,Mother,Yes,0,Average,Reading,High,4,Yes
91,98,23,19,23,B,19,Female,Married,0,College,High School,Brother,No,7,Average,Socializing,Moderate,4,No
94,90,25,10,41,A,24,Male,Married,1,Bachelor's Degree,Doctorate,Aunty,Yes,0,Average,Reading,High,2,Yes
75,79,21,17,26,B,19,Female,Married,5,High School,High School,Sister,No,0,Poor,Socializing,High,0,Yes
69,68,24,14,11,D,22,Male,Engaged,0,High School,High School,Uncle,Yes,0,Average,Sports,Low,7,Yes
78,75,22,21,23,B,21,Male,Single,0,High School,High School,Aunty,No,3,Poor,Sports,Moderate,6,Yes
86,75,22,19,38,A,25,Male,Single,0,Master's Degree,College,Uncle,Yes,7,Average,Sports,Moderate,4,No
69,61,11,11,17,E,21,Female,Married,2,Bachelor's Degree,Doctorate,Uncle,No,3,Average,Watching TV,Moderate,4,Yes
81,93,17,24,46,A,24,Female,Married,0,College,High School,Brother,No,1,Poor,Watching TV,Moderate,7,No
83,76,25,13,24,B,21,Male,Engaged,0,High School,High School,Uncle,Yes,3,Average,Sports,Low,3,No
88,81,15,25,22,B,21,Female,Engaged,0,Bachelor's Degree,Doctorate,Brother,No,5,Good,Sports,High,2,Yes
81,92,12,20,33,B,24,Male,Single,0,College,High School,Uncle,Yes,9,Good,Socializing,Moderate,2,No
95,87,14,8,31,C,20,Male,Married,0,Bachelor's Degree,College,Father,Yes,6,Good,Watching TV,Moderate,5,Yes
69,68,21,8,16,D,24,Female,Married,2,Doctorate,High School,Mother,No,3,Poor,Socializing,High,2,Yes
73,73,18,11,17,D,24,Male,Engaged,0,High School,Doctorate,Mother,No,3,Average,Reading,Moderate,3,Yes
91,82,13,23,36,A,18,Male,Married,1,Bachelor's Degree,Bachelor's Degree,Sister,No,4,Average,Socializing,Moderate,7,No
88,80,24,18,11,C,23,Female,Single,0,College,Doctorate,Sister,Yes,2,Average,Socializing,Low,7,Yes
77,76,24,17,50,A,21,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Brother,Yes,0,Poor,Watching TV,Low,4,No
90,95,19,24,49,A,22,Male,Married,5,Master's Degree,Master's Degree,Father,Yes,5,Good,Sports,Moderate,7,No
98,97,15,11,41,B,24,Female,Married,4,Doctorate,Bachelor's Degree,Brother,No,8,Poor,Socializing,Low,7,No
94,92,22,17,23,B,22,Male,Single,0,High School,Doctorate,Uncle,No,4,Good,Watching TV,Low,4,Yes
72,73,20,11,16,D,25,Male,Married,4,College,College,Aunty,No,7,Good,Sports,High,3,No
85,84,24,10,29,B,23,Female,Engaged,0,High School,Bachelor's Degree,Mother,Yes,4,Average,Watching TV,High,1,No
81,84,18,19,13,C,23,Female,Engaged,0,Master's Degree,High School,Mother,No,1,Good,Sports,High,2,Yes
81,87,23,13,43,A,18,Female,Married,2,Master's Degree,High School,Aunty,Yes,0,Average,Sports,Moderate,4,No
65,69,20,16,12,D,20,Male,Single,0,Master's Degree,Master's Degree,Aunty,No,4,Average,Watching TV,Low,3,Yes
65,75,11,13,10,E,24,Male,Married,4,High School,Doctorate,Sister,Yes,0,Average,Watching TV,Low,1,Yes
63,71,18,14,13,D,24,Female,Engaged,0,High School,College,Mother,No,7,Average,Sports,Low,5,Yes
94,98,22,9,33,B,19,Female,Married,5,Bachelor's Degree,Bachelor's Degree,Aunty,No,0,Poor,Reading,Low,7,Yes
97,75,11,20,20,C,23,Female,Single,0,Doctorate,High School,Mother,Yes,4,Average,Socializing,High,2,Yes
75,96,11,14,39,B,18,Male,Single,0,Master's Degree,Bachelor's Degree,Father,Yes,0,Average,Reading,Low,0,Yes
69,64,14,16,13,D,21,Female,Single,0,Master's Degree,College,Mother,Yes,7,Average,Watching TV,Low,5,No
99,80,20,21,20,B,23,Female,Engaged,0,High School,Master's Degree,Sister,No,3,Good,Reading,Moderate,2,No
91,86,23,19,34,A,21,Male,Married,3,College,Bachelor's Degree,Sister,Yes,0,Average,Watching TV,Low,3,No
95,98,13,24,40,A,23,Male,Engaged,0,College,College,Mother,Yes,6,Average,Watching TV,High,2,No
87,99,10,16,46,A,19,Female,Engaged,0,College,College,Aunty,Yes,4,Average,Socializing,Moderate,5,Yes
75,77,8,19,47,A,22,Female,Engaged,0,Bachelor's Degree,High School,Father,No,1,Poor,Socializing,High,1,No
94,76,8,25,49,A,19,Male,Single,0,Master's Degree,High School,Mother,No,3,Poor,Reading,Moderate,7,No
72,69,8,20,19,D,18,Male,Single,0,Doctorate,Bachelor's Degree,Brother,Yes,5,Good,Socializing,Moderate,4,Yes
76,98,16,10,43,B,25,Male,Married,5,Bachelor's Degree,Master's Degree,Father,Yes,3,Good,Reading,Low,0,Yes
60,73,9,10,18,E,20,Male,Married,3,Doctorate,Master's Degree,Aunty,No,6,Good,Sports,Low,7,Yes
80,85,23,14,21,C,25,Male,Engaged,0,Doctorate,Master's Degree,Brother,No,8,Good,Sports,High,1,Yes
74,70,21,13,10,D,22,Male,Married,3,High School,High School,Mother,Yes,2,Average,Sports,Moderate,6,No
83,88,21,12,24,C,25,Female,Married,4,High School,High School,Aunty,Yes,4,Good,Watching TV,Low,2,Yes
97,99,13,20,43,A,20,Female,Married,3,Doctorate,Master's Degree,Mother,Yes,0,Poor,Socializing,High,4,No
93,88,18,19,43,A,24,Female,Engaged,0,Doctorate,College,Mother,Yes,8,Poor,Socializing,High,7,No
89,85,15,13,22,C,25,Female,Married,0,Doctorate,High School,Aunty,Yes,6,Good,Reading,Moderate,7,No
85,91,16,11,49,A,22,Male,Married,3,High School,Master's Degree,Brother,Yes,3,Poor,Watching TV,High,3,No
85,99,25,15,16,C,18,Female,Engaged,0,Master's Degree,Bachelor's Degree,Father,Yes,0,Good,Socializing,Low,0,No
98,82,23,18,45,A,18,Male,Single,0,Bachelor's Degree,High School,Sister,No,9,Poor,Sports,High,3,Yes
98,80,18,22,19,C,21,Female,Single,0,Doctorate,Bachelor's Degree,Mother,No,4,Average,Socializing,High,5,No
89,84,14,21,50,A,22,Female,Married,2,Master's Degree,Bachelor's Degree,Mother,Yes,5,Poor,Sports,Moderate,6,No
84,91,16,20,20,C,24,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Brother,Yes,0,Average,Watching TV,Low,4,No
67,71,22,14,11,D,19,Female,Engaged,0,Bachelor's Degree,College,Mother,Yes,5,Poor,Socializing,Moderate,3,Yes
70,60,11,14,22,D,25,Male,Engaged,0,Doctorate,Master's Degree,Aunty,Yes,1,Good,Reading,Moderate,0,Yes
84,86,8,21,21,C,18,Female,Single,0,Master's Degree,Doctorate,Brother,Yes,8,Average,Reading,Moderate,1,Yes
72,72,9,24,11,D,18,Male,Engaged,0,Doctorate,Bachelor's Degree,Mother,Yes,9,Average,Sports,High,5,No
92,96,21,25,36,A,20,Male,Engaged,0,High School,Master's Degree,Father,No,8,Poor,Watching TV,Moderate,7,No
97,83,21,13,31,B,21,Female,Married,5,College,Bachelor's Degree,Sister,No,4,Good,Watching TV,Moderate,5,Yes
95,81,13,20,17,C,21,Male,Married,5,Master's Degree,Bachelor's Degree,Mother,Yes,3,Poor,Sports,High,3,No
75,92,19,11,26,C,25,Female,Single,0,High School,Doctorate,Uncle,No,1,Average,Sports,High,3,Yes
77,84,10,12,28,C,24,Male,Single,0,Bachelor's Degree,Master's Degree,Father,Yes,4,Poor,Watching TV,Low,1,No
82,84,19,8,50,A,19,Female,Engaged,0,Bachelor's Degree,Doctorate,Father,No,4,Good,Reading,High,1,No
94,99,19,9,48,A,25,Female,Single,0,College,College,Uncle,Yes,0,Good,Sports,High,1,No
86,91,16,25,16,C,20,Male,Engaged,0,High School,College,Mother,No,9,Average,Reading,Moderate,3,No
72,66,10,10,11,E,24,Female,Single,0,High School,Master's Degree,Father,No,5,Average,Watching TV,High,1,No
73,75,9,24,16,D,21,Male,Engaged,0,Master's Degree,College,Aunty,Yes,8,Poor,Socializing,High,6,No
79,77,10,11,33,C,21,Male,Married,2,Master's Degree,College,Mother,No,8,Average,Socializing,Moderate,3,No
96,83,9,18,25,C,18,Male,Single,0,Master's Degree,College,Aunty,Yes,5,Good,Reading,High,3,No
73,64,23,12,9,D,20,Female,Married,3,Master's Degree,Bachelor's Degree,Sister,No,1,Average,Watching TV,Moderate,6,Yes
84,81,22,20,17,C,21,Female,Married,0,High School,Master's Degree,Uncle,Yes,4,Poor,Sports,Low,6,No
78,84,15,22,13,C,23,Male,Engaged,0,Master's Degree,College,Sister,No,6,Average,Watching TV,Low,4,No
70,70,13,22,14,D,20,Male,Married,5,High School,High School,Brother,Yes,7,Good,Socializing,High,6,No
88,79,18,15,20,C,18,Male,Engaged,0,High School,Doctorate,Uncle,No,4,Average,Sports,Moderate,0,No
